Date,Station,Precip
8/27/2016,4,4.05
8/27/2016,5,6.03
8/27/2016,6,6.43
8/27/2016,7,7.52
8/27/2016,8,8.42
8/28/2016,0,1.69
8/28/2016,1,6.47
8/28/2016,2,2.17
8/28/2016,3,8.6
8/28/2016,4,1.1
8/28/2016,5,9.5
8/28/2016,6,8.14
8/28/2016,7,6.31
8/28/2016,8,9.82
8/29/2016,0,0.81
8/29/2016,1,4.98
8/29/2016,2,5.31
8/29/2016,3,2.15
8/29/2016,4,9.07
8/29/2016,5,3.11
8/29/2016,6,1.25
8/29/2016,7,1.38
8/29/2016,8,3.63
8/30/2016,0,1.36
8/30/2016,1,7.49
8/30/2016,2,6.35
8/30/2016,3,0.57
8/30/2016,4,2.01
8/30/2016,5,3.4
8/30/2016,6,3
8/30/2016,7,3.92
8/30/2016,8,8.22
8/31/2016,0,0.8
8/31/2016,1,7.48
8/31/2016,2,3.29
8/31/2016,3,3.79
8/31/2016,4,7.93
8/31/2016,5,2.15
8/31/2016,6,3.41
8/31/2016,7,2.2
8/31/2016,8,7.2
9/1/2016,0,7.02
9/1/2016,1,4.16
9/1/2016,2,9.57
9/1/2016,3,4.89
9/1/2016,4,6.78
9/1/2016,5,1.95
9/1/2016,6,6.67
9/1/2016,7,6.22
9/1/2016,8,8.36
9/2/2016,0,4.63
9/2/2016,1,5.8
9/2/2016,2,8.83
9/2/2016,3,4.25
9/2/2016,4,2.44
9/2/2016,5,1.93
9/2/2016,6,1.51
9/2/2016,7,4.88
9/2/2016,8,6.84
9/3/2016,0,1.51
9/3/2016,1,2.41
9/3/2016,2,6.9
9/3/2016,3,7.83
9/3/2016,4,8.69
9/3/2016,5,3.18
9/3/2016,6,5.23
9/3/2016,7,7.57
9/3/2016,8,6.25
9/4/2016,0,0.76
9/4/2016,1,3.52
9/4/2016,2,4.96
9/4/2016,3,7.66
9/4/2016,4,8.99
9/4/2016,5,1.67
9/4/2016,6,1.37
9/4/2016,7,7.57
9/4/2016,8,5.81
9/5/2016,0,9.12
9/5/2016,1,2.68
9/5/2016,2,0.26
9/5/2016,3,9.82
9/5/2016,4,9.76
9/5/2016,5,6.17
9/5/2016,6,9.48
9/5/2016,7,2.45
9/5/2016,8,7.27
9/6/2016,0,4.16
9/6/2016,1,8.41
9/6/2016,2,7.49
9/6/2016,3,0.21
9/6/2016,4,7.79
9/6/2016,5,5.94
9/6/2016,6,0.63
9/6/2016,7,2.26
9/6/2016,8,5.67
9/7/2016,0,3.27
9/7/2016,1,5.38
9/7/2016,2,6.28
9/7/2016,3,1.82
9/7/2016,4,5.73
9/7/2016,5,0.31
9/7/2016,6,0.65
9/7/2016,7,6.85
9/7/2016,8,5.9
9/8/2016,0,4.99
9/8/2016,1,2.37
9/8/2016,2,4.06
9/8/2016,3,7.58
9/8/2016,4,8.35
9/8/2016,5,4.17
9/8/2016,6,9.75
9/8/2016,7,4.9
9/8/2016,8,3.7
9/9/2016,0,2.45
9/9/2016,1,3.1
9/9/2016,2,7.27
9/9/2016,3,9.3
9/9/2016,4,8.6
9/9/2016,5,6.49
9/9/2016,6,8.79
9/9/2016,7,2.01
9/9/2016,8,8.71
9/10/2016,0,1.31
9/10/2016,1,0.3
9/10/2016,2,4.16
9/10/2016,3,5.79
9/10/2016,4,8.16
9/10/2016,5,3.19
9/10/2016,6,0.64
9/10/2016,7,4.21
9/10/2016,8,2.63
9/11/2016,0,6.85
9/11/2016,1,4.01
9/11/2016,2,8.19
9/11/2016,3,9.44
9/11/2016,4,5.74
9/11/2016,5,0.38
9/11/2016,6,4.93
9/11/2016,7,8.61
9/11/2016,8,7.85
9/12/2016,0,7.61
9/12/2016,1,8.17
9/12/2016,2,6.79
9/12/2016,3,3.68
9/12/2016,4,0.52
9/12/2016,5,9.93
9/12/2016,6,6.02
9/12/2016,7,3.58
9/12/2016,8,4.96
9/13/2016,0,6.56
9/13/2016,1,9.65
9/13/2016,2,1.99
9/13/2016,3,3.48
9/13/2016,4,0.07
9/13/2016,5,2.39
9/13/2016,6,8.84
9/13/2016,7,0.82
9/13/2016,8,7.52
9/14/2016,0,7.36
9/14/2016,1,2.2
9/14/2016,2,6.46
9/14/2016,3,8.92
9/14/2016,4,7.95
9/14/2016,5,1.11
9/14/2016,6,5.1
9/14/2016,7,9.34
9/14/2016,8,6.55
9/15/2016,0,4.57
9/15/2016,1,2.94
9/15/2016,2,1.47
9/15/2016,3,5.31
9/15/2016,4,0.53
9/15/2016,5,9.44
9/15/2016,6,3.23
9/15/2016,7,6.37
9/15/2016,8,8.84
9/16/2016,0,9.62
9/16/2016,1,9.07
9/16/2016,2,0.23
9/16/2016,3,3.34
9/16/2016,4,1.46
9/16/2016,5,4.58
9/16/2016,6,1.42
9/16/2016,7,1.24
9/16/2016,8,6.75
9/17/2016,0,1.44
9/17/2016,1,9.85
9/17/2016,2,2.53
9/17/2016,3,1.33
9/17/2016,4,3.96
9/17/2016,5,4.94
9/17/2016,6,7.99
9/17/2016,7,2.46
9/17/2016,8,8.88
9/18/2016,0,6.96
9/18/2016,1,2.33
9/18/2016,2,7.03
9/18/2016,3,7.18
9/18/2016,4,6.87
9/18/2016,5,7.92
9/18/2016,6,3.9
9/18/2016,7,0.79
9/18/2016,8,1.31
9/19/2016,0,5.34
9/19/2016,1,7.89
9/19/2016,2,6.71
9/19/2016,3,4.43
9/19/2016,4,9.52
9/19/2016,5,0.95
9/19/2016,6,8.6
9/19/2016,7,1.81
9/19/2016,8,3.78
9/20/2016,0,7.86
9/20/2016,1,8.83
9/20/2016,2,4.85
9/20/2016,3,9.9
9/20/2016,4,0.32
9/20/2016,5,4.01
9/20/2016,6,5.53
9/20/2016,7,8.87
9/20/2016,8,3.09
9/21/2016,0,3.83
9/21/2016,1,2.89
9/21/2016,2,6.15
9/21/2016,3,0.62
9/21/2016,4,5.82
9/21/2016,5,2.31
9/21/2016,6,4.72
9/21/2016,7,0.28
9/21/2016,8,8.47
9/22/2016,0,7.82
9/22/2016,1,1.54
9/22/2016,2,1.41
9/22/2016,3,1.27
9/22/2016,4,6.04
9/22/2016,5,5.7
9/22/2016,6,5.24
9/22/2016,7,3.18
9/22/2016,8,7.34
9/23/2016,0,1.89
9/23/2016,1,1.69
9/23/2016,2,0.1
9/23/2016,3,6.21
9/23/2016,4,8.71
9/23/2016,5,3.38
9/23/2016,6,8.23
9/23/2016,7,8.34
9/23/2016,8,9.74
9/24/2016,0,5.94
9/24/2016,1,2.17
9/24/2016,2,5.93
9/24/2016,3,4.35
9/24/2016,4,6.37
9/24/2016,5,6.16
9/24/2016,6,6.82
9/24/2016,7,6.63
9/24/2016,8,8.06
9/25/2016,0,2.04
9/25/2016,1,4.98
9/25/2016,2,3.36
9/25/2016,3,1.69
9/25/2016,4,9.92
9/25/2016,5,1.93
9/25/2016,6,5.96
9/25/2016,7,6.41
9/25/2016,8,6.21
9/26/2016,0,9.15
9/26/2016,1,7.36
9/26/2016,2,4.42
9/26/2016,3,8.84
9/26/2016,4,1.37
9/26/2016,5,1.9
9/26/2016,6,5.26
9/26/2016,7,1.48
9/26/2016,8,9.29
9/27/2016,0,5.26
9/27/2016,1,2.98
9/27/2016,2,6.99
9/27/2016,3,8.27
9/27/2016,4,1.86
9/27/2016,5,0.84
9/27/2016,6,5.08
9/27/2016,7,6.46
9/27/2016,8,9.3
9/28/2016,0,3.02
9/28/2016,1,1.02
9/28/2016,2,1.68
9/28/2016,3,2.71
9/28/2016,4,2.36
9/28/2016,5,0.06
9/28/2016,6,1.6
9/28/2016,7,7.25
9/28/2016,8,6.34
9/29/2016,0,7.01
9/29/2016,1,5.72
9/29/2016,2,3.62
9/29/2016,3,1.05
9/29/2016,4,1.66
9/29/2016,5,0.95
9/29/2016,6,9.58
9/29/2016,7,4.01
9/29/2016,8,8.41
9/30/2016,0,4.71
9/30/2016,1,0.51
9/30/2016,2,2.81
9/30/2016,3,2.97
9/30/2016,4,0.86
9/30/2016,5,3.15
9/30/2016,6,5.44
9/30/2016,7,9.68
9/30/2016,8,4.15
10/1/2016,0,9.91
10/1/2016,1,2.33
10/1/2016,2,0.79
10/1/2016,3,8.09
10/1/2016,4,5.29
10/1/2016,5,7.7
10/1/2016,6,2.68
10/1/2016,7,0.01
10/1/2016,8,2.4
10/2/2016,0,9.28
10/2/2016,1,4.95
10/2/2016,2,4.22
10/2/2016,3,4.8
10/2/2016,4,1.89
10/2/2016,5,5.3
10/2/2016,6,1.09
10/2/2016,7,8.4
10/2/2016,8,9.6
10/3/2016,0,6.82
10/3/2016,1,5.38
10/3/2016,2,8.75
10/3/2016,3,5.7
10/3/2016,4,4.61
10/3/2016,5,1.95
10/3/2016,6,1.33
10/3/2016,7,7.33
10/3/2016,8,5.61
10/4/2016,0,0.82
10/4/2016,1,6.51
10/4/2016,2,3.97
10/4/2016,3,8.79
10/4/2016,4,6.23
10/4/2016,5,6.02
10/4/2016,6,4.99
10/4/2016,7,2.88
10/4/2016,8,6.56
10/5/2016,0,5.05
10/5/2016,1,1.6
10/5/2016,2,5.25
10/5/2016,3,2.72
10/5/2016,4,2.48
10/5/2016,5,3.13
10/5/2016,6,8.97
10/5/2016,7,2.68
10/5/2016,8,1.88
10/6/2016,0,5.4
10/6/2016,1,4.2
10/6/2016,2,9.17
10/6/2016,3,7.73
10/6/2016,4,1.86
10/6/2016,5,6.91
10/6/2016,6,5.4
10/6/2016,7,4.5
10/6/2016,8,4.24
10/7/2016,0,0.02
10/7/2016,1,1.12
10/7/2016,2,0.86
10/7/2016,3,0.1
10/7/2016,4,2.23
10/7/2016,5,7.64
10/7/2016,6,8.06
10/7/2016,7,9.34
10/7/2016,8,4.74
10/8/2016,0,5.61
10/8/2016,1,9.07
10/8/2016,2,0.31
10/8/2016,3,9.51
10/8/2016,4,4.05
10/8/2016,5,4.84
10/8/2016,6,8.69
10/8/2016,7,0.91
10/8/2016,8,2.3
10/9/2016,0,4.88
10/9/2016,1,9.46
10/9/2016,2,8.88
10/9/2016,3,9.37
10/9/2016,4,2.3
10/9/2016,5,2.68
10/9/2016,6,3.3
10/9/2016,7,6.72
10/9/2016,8,7.17
10/10/2016,0,9.06
10/10/2016,1,8.47
10/10/2016,2,0.97
10/10/2016,3,8.42
10/10/2016,4,9.96
10/10/2016,5,1.57
10/10/2016,6,3.14
10/10/2016,7,1.21
10/10/2016,8,9.79
10/11/2016,0,0.95
10/11/2016,1,9.47
10/11/2016,2,5.95
10/11/2016,3,5.4
10/11/2016,4,8.47
10/11/2016,5,6.92
10/11/2016,6,5.55
10/11/2016,7,8.85
10/11/2016,8,5.1
10/12/2016,0,3.4
10/12/2016,1,9.31
10/12/2016,2,4.39
10/12/2016,3,0.55
10/12/2016,4,8.62
10/12/2016,5,5.67
10/12/2016,6,0.43
10/12/2016,7,5.65
10/12/2016,8,6.6
10/13/2016,0,0.84
10/13/2016,1,0.19
10/13/2016,2,1.12
10/13/2016,3,4.97
10/13/2016,4,7.45
10/13/2016,5,2.26
10/13/2016,6,7.3
10/13/2016,7,9.46
10/13/2016,8,5.14
10/14/2016,0,3.7
10/14/2016,1,7.4
10/14/2016,2,3.87
10/14/2016,3,5.29
10/14/2016,4,3.95
10/14/2016,5,1.15
10/14/2016,6,7.71
10/14/2016,7,3.01
10/14/2016,8,7.25
10/15/2016,0,6.44
10/15/2016,1,3.38
10/15/2016,2,2.86
10/15/2016,3,4.92
10/15/2016,4,4.4
10/15/2016,5,4.76
10/15/2016,6,8.97
10/15/2016,7,6.81
10/15/2016,8,6.93
10/16/2016,0,7.15
10/16/2016,1,6.51
10/16/2016,2,2.51
10/16/2016,3,6.69
10/16/2016,4,6.35
10/16/2016,5,8.81
10/16/2016,6,9.3
10/16/2016,7,6.48
10/16/2016,8,1.07
10/17/2016,0,4.11
10/17/2016,1,3.29
10/17/2016,2,8.76
10/17/2016,3,8.61
10/17/2016,4,5.98
10/17/2016,5,4.28
10/17/2016,6,6.33
10/17/2016,7,8.58
10/17/2016,8,4.49
10/18/2016,0,3.09
10/18/2016,1,1.94
10/18/2016,2,3.04
10/18/2016,3,8.48
10/18/2016,4,1.77
10/18/2016,5,8.23
10/18/2016,6,4.48
10/18/2016,7,5.17
10/18/2016,8,3.72
10/19/2016,0,9.11
10/19/2016,1,4.8
10/19/2016,2,0.03
10/19/2016,3,0.49
10/19/2016,4,0.4
10/19/2016,5,9.72
10/19/2016,6,8.59
10/19/2016,7,6.83
10/19/2016,8,0.59
10/20/2016,0,2.67
10/20/2016,1,1.99
10/20/2016,2,3.2
10/20/2016,3,2.23
10/20/2016,4,1.88
10/20/2016,5,9.54
10/20/2016,6,8.12
10/20/2016,7,0.67
10/20/2016,8,1.96
10/21/2016,0,5.12
10/21/2016,1,8.5
10/21/2016,2,9.76
10/21/2016,3,8.96
10/21/2016,4,8.94
10/21/2016,5,7.15
10/21/2016,6,3.21
10/21/2016,7,4.03
10/21/2016,8,2.34
10/22/2016,0,0.79
10/22/2016,1,6.58
10/22/2016,2,6.08
10/22/2016,3,1.75
10/22/2016,4,0.97
10/22/2016,5,7.01
10/22/2016,6,8.43
10/22/2016,7,6.77
10/22/2016,8,2.61
10/23/2016,0,7.04
10/23/2016,1,7.76
10/23/2016,2,9.13
10/23/2016,3,1.93
10/23/2016,4,4.38
10/23/2016,5,6.4
10/23/2016,6,1.22
10/23/2016,7,6.22
10/23/2016,8,1.6
10/24/2016,0,0.41
10/24/2016,1,7.57
10/24/2016,2,2.8
10/24/2016,3,8.66
10/24/2016,4,6.8
10/24/2016,5,8.22
10/24/2016,6,3.6
10/24/2016,7,6.12
10/24/2016,8,2.64
10/25/2016,0,0.15
10/25/2016,1,4.59
10/25/2016,2,9.05
10/25/2016,3,8.16
10/25/2016,4,2.03
10/25/2016,5,6.61
10/25/2016,6,9.89
10/25/2016,7,3.05
10/25/2016,8,7.76
10/26/2016,0,5.14
10/26/2016,1,3.52
10/26/2016,2,2.92
10/26/2016,3,6.51
10/26/2016,4,1.69
10/26/2016,5,9.33
10/26/2016,6,8.09
10/26/2016,7,0.28
10/26/2016,8,9.07
10/27/2016,0,3.2
10/27/2016,1,2.54
10/27/2016,2,5.35
10/27/2016,3,5.69
10/27/2016,4,6.96
10/27/2016,5,4.67
10/27/2016,6,0.55
10/27/2016,7,1.86
10/27/2016,8,3.99
10/28/2016,0,4.58
10/28/2016,1,3.56
10/28/2016,2,2.2
10/28/2016,3,7.74
10/28/2016,4,5.17
10/28/2016,5,6.28
10/28/2016,6,3.88
10/28/2016,7,3.75
10/28/2016,8,5.4
10/29/2016,0,1.72
10/29/2016,1,0.15
10/29/2016,2,7.33
10/29/2016,3,4.39
10/29/2016,4,7.64
10/29/2016,5,2.04
10/29/2016,6,5.88
10/29/2016,7,4.65
10/29/2016,8,6.94
10/30/2016,0,8.85
10/30/2016,1,9.34
10/30/2016,2,1.11
10/30/2016,3,0.61
10/30/2016,4,9.95
10/30/2016,5,2.64
10/30/2016,6,0.08
10/30/2016,7,6.84
10/30/2016,8,6.25
10/31/2016,0,1.15
10/31/2016,1,9.05
10/31/2016,2,8.94
10/31/2016,3,9.2
10/31/2016,4,4.01
10/31/2016,5,3.9
10/31/2016,6,5.7
10/31/2016,7,9.81
10/31/2016,8,0.34
11/1/2016,0,4.54
11/1/2016,1,9.81
11/1/2016,2,7.57
11/1/2016,3,0.32
11/1/2016,4,4.31
11/1/2016,5,4.12
11/1/2016,6,1.52
11/1/2016,7,6.35
11/1/2016,8,0.85
11/2/2016,0,0.88
11/2/2016,1,2.02
11/2/2016,2,9.7
11/2/2016,3,8.28
11/2/2016,4,6.01
11/2/2016,5,1.47
11/2/2016,6,4.4
11/2/2016,7,1.64
11/2/2016,8,9.04
11/3/2016,0,7.09
11/3/2016,1,3.37
11/3/2016,2,4.25
11/3/2016,3,9.68
11/3/2016,4,6.75
11/3/2016,5,1.26
11/3/2016,6,8.21
11/3/2016,7,3.37
11/3/2016,8,1.51
11/4/2016,0,4.9
11/4/2016,1,5.89
11/4/2016,2,1.63
11/4/2016,3,4.8
11/4/2016,4,4.92
11/4/2016,5,8.14
11/4/2016,6,7.72
11/4/2016,7,8.8
11/4/2016,8,1.45
11/5/2016,0,0.53
11/5/2016,1,4.68
11/5/2016,2,3.12
11/5/2016,3,2.76
11/5/2016,4,5.06
11/5/2016,5,0.4
11/5/2016,6,9.6
11/5/2016,7,8.12
11/5/2016,8,8.42
11/6/2016,0,4.37
11/6/2016,1,9.5
11/6/2016,2,5.28
11/6/2016,3,2.06
11/6/2016,4,1.32
11/6/2016,5,6.52
11/6/2016,6,8.46
11/6/2016,7,1.4
11/6/2016,8,0.01
11/7/2016,0,9.56
11/7/2016,1,4.93
11/7/2016,2,3.42
11/7/2016,3,9.25
11/7/2016,4,4.19
11/7/2016,5,7.13
11/7/2016,6,2.21
11/7/2016,7,9.36
11/7/2016,8,0.83
11/8/2016,0,2.17
11/8/2016,1,2.32
11/8/2016,2,4.27
11/8/2016,3,0.34
11/8/2016,4,2.99
11/8/2016,5,7.93
11/8/2016,6,8.43
11/8/2016,7,5.25
11/8/2016,8,3.24
11/9/2016,0,4.19
11/9/2016,1,3.35
11/9/2016,2,5.65
11/9/2016,3,3.39
11/9/2016,4,3.85
11/9/2016,5,0.22
11/9/2016,6,4.1
11/9/2016,7,6.84
11/9/2016,8,8.16
11/10/2016,0,8.99
11/10/2016,1,3.13
11/10/2016,2,3.04
11/10/2016,3,6.28
11/10/2016,4,9.04
11/10/2016,5,2.4
11/10/2016,6,9.17
11/10/2016,7,1.48
11/10/2016,8,3.79
11/11/2016,0,9.75
11/11/2016,1,3.27
11/11/2016,2,5.43
11/11/2016,3,9.13
11/11/2016,4,1.87
11/11/2016,5,9.43
11/11/2016,6,4.37
11/11/2016,7,6.11
11/11/2016,8,6.12
11/12/2016,0,9.95
11/12/2016,1,2.09
11/12/2016,2,9.19
11/12/2016,3,4.17
11/12/2016,4,0.42
11/12/2016,5,5.03
11/12/2016,6,4.44
11/12/2016,7,2.03
11/12/2016,8,0.99
11/13/2016,0,4.2
11/13/2016,1,6.73
11/13/2016,2,8.88
11/13/2016,3,1.24
11/13/2016,4,7.35
11/13/2016,5,0.78
11/13/2016,6,8.4
11/13/2016,7,6.62
11/13/2016,8,1.86
11/14/2016,0,8.66
11/14/2016,1,2.75
11/14/2016,2,1.61
11/14/2016,3,6.09
11/14/2016,4,5.67
11/14/2016,5,8.69
11/14/2016,6,8.36
11/14/2016,7,2.01
11/14/2016,8,7
11/15/2016,0,9.63
11/15/2016,1,0.08
11/15/2016,2,6.99
11/15/2016,3,0.08
11/15/2016,4,5.28
11/15/2016,5,4.99
11/15/2016,6,6.44
11/15/2016,7,1.37
11/15/2016,8,2.74
11/16/2016,0,0.43
11/16/2016,1,1.62
11/16/2016,2,1.8
11/16/2016,3,8.78
11/16/2016,4,6.25
11/16/2016,5,9.12
11/16/2016,6,1.91
11/16/2016,7,3.66
11/16/2016,8,3.57
11/17/2016,0,9.4
11/17/2016,1,6.64
11/17/2016,2,0.74
11/17/2016,3,7.76
11/17/2016,4,1.63
11/17/2016,5,9.37
11/17/2016,6,4.62
11/17/2016,7,4.36
11/17/2016,8,1.7
11/18/2016,0,7.05
11/18/2016,1,2.97
11/18/2016,2,2.8
11/18/2016,3,7.74
11/18/2016,4,1.04
11/18/2016,5,3.56
11/18/2016,6,5.48
11/18/2016,7,5.36
11/18/2016,8,3.34
11/19/2016,0,8.68
11/19/2016,1,9.39
11/19/2016,2,0.78
11/19/2016,3,4.23
11/19/2016,4,3.49
11/19/2016,5,2.91
11/19/2016,6,5.42
11/19/2016,7,5.27
11/19/2016,8,3.72
11/20/2016,0,3.44
11/20/2016,1,0
11/20/2016,2,1.02
11/20/2016,3,0.64
11/20/2016,4,0.07
11/20/2016,5,9.72
11/20/2016,6,4.15
11/20/2016,7,8.23
11/20/2016,8,1.33
11/21/2016,0,4.47
11/21/2016,1,0.86
11/21/2016,2,7.95
11/21/2016,3,0.27
11/21/2016,4,9.92
11/21/2016,5,8.16
11/21/2016,6,1.85
11/21/2016,7,7.65
11/21/2016,8,5.65
11/22/2016,0,9.92
11/22/2016,1,3.31
11/22/2016,2,9.41
11/22/2016,3,6.55
11/22/2016,4,6.11
11/22/2016,5,7.93
11/22/2016,6,6.54
11/22/2016,7,2.34
11/22/2016,8,8.64
11/23/2016,0,4.22
11/23/2016,1,3.6
11/23/2016,2,7.9
11/23/2016,3,7.26
11/23/2016,4,4.67
11/23/2016,5,7.41
11/23/2016,6,4.14
11/23/2016,7,1.44
11/23/2016,8,3.15
11/24/2016,0,8.77
11/24/2016,1,5.1
11/24/2016,2,7.47
11/24/2016,3,3.9
11/24/2016,4,8.25
11/24/2016,5,1.89
11/24/2016,6,5
11/24/2016,7,0.42
11/24/2016,8,1.73
11/25/2016,0,8.35
11/25/2016,1,4.42
11/25/2016,2,0.37
11/25/2016,3,2.55
11/25/2016,4,6.47
11/25/2016,5,4.09
11/25/2016,6,3.7
11/25/2016,7,4.95
11/25/2016,8,1.62
11/26/2016,0,6.89
11/26/2016,1,6.95
11/26/2016,2,7.96
11/26/2016,3,9.39
11/26/2016,4,6.35
11/26/2016,5,6.09
11/26/2016,6,9.4
11/26/2016,7,5.67
11/26/2016,8,6.06
11/27/2016,0,4.07
11/27/2016,1,7.68
11/27/2016,2,1.43
11/27/2016,3,0.1
11/27/2016,4,6.88
11/27/2016,5,2.68
11/27/2016,6,1.96
11/27/2016,7,8.83
11/27/2016,8,3.57
11/28/2016,0,7.73
11/28/2016,1,7.89
11/28/2016,2,1.38
11/28/2016,3,1.83
11/28/2016,4,1.99
11/28/2016,5,2.03
11/28/2016,6,5.96
11/28/2016,7,0.17
11/28/2016,8,6.05
11/29/2016,0,1.57
11/29/2016,1,9.41
11/29/2016,2,2.19
11/29/2016,3,3.95
11/29/2016,4,0.04
11/29/2016,5,0.11
11/29/2016,6,5.99
11/29/2016,7,1.72
11/29/2016,8,7.24
11/30/2016,0,1.78
11/30/2016,1,4.23
11/30/2016,2,5.84
11/30/2016,3,8.13
11/30/2016,4,1.69
11/30/2016,5,6.17
11/30/2016,6,5.05
11/30/2016,7,3.58
11/30/2016,8,3.34
12/1/2016,0,3.55
12/1/2016,1,5.45
12/1/2016,2,7.09
12/1/2016,3,2.46
12/1/2016,4,6.06
12/1/2016,5,1.98
12/1/2016,6,1.26
12/1/2016,7,5.3
12/1/2016,8,0.91
12/2/2016,0,8.94
12/2/2016,1,7.24
12/2/2016,2,9.75
12/2/2016,3,2.98
12/2/2016,4,8.51
12/2/2016,5,8.4
12/2/2016,6,3.31
12/2/2016,7,8.84
12/2/2016,8,8.92
12/3/2016,0,6.75
12/3/2016,1,6.4
12/3/2016,2,8.15
12/3/2016,3,3.49
12/3/2016,4,6.87
12/3/2016,5,6.23
12/3/2016,6,0.82
12/3/2016,7,7.24
12/3/2016,8,7.56
12/4/2016,0,4.22
12/4/2016,1,6.65
12/4/2016,2,0.74
12/4/2016,3,5.76
12/4/2016,4,9.31
12/4/2016,5,7.18
12/4/2016,6,9.57
12/4/2016,7,0.95
12/4/2016,8,1.05
12/5/2016,0,6.01
12/5/2016,1,3.49
12/5/2016,2,0.42
12/5/2016,3,8.28
12/5/2016,4,4.69
12/5/2016,5,1.41
12/5/2016,6,7.92
12/5/2016,7,4.16
12/5/2016,8,6.5
12/6/2016,0,7.38
12/6/2016,1,8.41
12/6/2016,2,3.39
12/6/2016,3,8.82
12/6/2016,4,7.48
12/6/2016,5,1.63
12/6/2016,6,5.24
12/6/2016,7,8.45
12/6/2016,8,0
12/7/2016,0,5.95
12/7/2016,1,4.73
12/7/2016,2,0.7
12/7/2016,3,9.16
12/7/2016,4,1.78
12/7/2016,5,4.58
12/7/2016,6,4.79
12/7/2016,7,7.95
12/7/2016,8,0.83
12/8/2016,0,2.87
12/8/2016,1,2.82
12/8/2016,2,7.02
12/8/2016,3,3.34
12/8/2016,4,4.68
12/8/2016,5,9.16
12/8/2016,6,4.71
12/8/2016,7,0.68
12/8/2016,8,1.13
12/9/2016,0,0.34
12/9/2016,1,7.99
12/9/2016,2,4.55
12/9/2016,3,6.04
12/9/2016,4,2.77
12/9/2016,5,5.16
12/9/2016,6,7.53
12/9/2016,7,8.6
12/9/2016,8,7.33
12/10/2016,0,9.26
12/10/2016,1,1.52
12/10/2016,2,0.22
12/10/2016,3,5.31
12/10/2016,4,5.01
12/10/2016,5,2.4
12/10/2016,6,5.24
12/10/2016,7,9.47
12/10/2016,8,3.51
12/11/2016,0,9.26
12/11/2016,1,7.93
12/11/2016,2,8.16
12/11/2016,3,6.03
12/11/2016,4,5.99
12/11/2016,5,2.98
12/11/2016,6,7.7
12/11/2016,7,2.44
12/11/2016,8,1.74
12/12/2016,0,2.34
12/12/2016,1,0.16
12/12/2016,2,0.35
12/12/2016,3,4.1
12/12/2016,4,9.42
12/12/2016,5,9.53
12/12/2016,6,8.28
12/12/2016,7,5.51
12/12/2016,8,0.31
12/13/2016,0,9.14
12/13/2016,1,9.7
12/13/2016,2,9.06
12/13/2016,3,2.9
12/13/2016,4,7.1
12/13/2016,5,5.34
12/13/2016,6,4.69
12/13/2016,7,6.7
12/13/2016,8,4.62
12/14/2016,0,7.83
12/14/2016,1,0.51
12/14/2016,2,0.43
12/14/2016,3,4.04
12/14/2016,4,6.08
12/14/2016,5,6.77
12/14/2016,6,9.47
12/14/2016,7,9.73
12/14/2016,8,7.05
12/15/2016,0,2.01
12/15/2016,1,2.58
12/15/2016,2,5.03
12/15/2016,3,8.82
12/15/2016,4,1.99
12/15/2016,5,5.83
12/15/2016,6,2.78
12/15/2016,7,2.06
12/15/2016,8,1.81
12/16/2016,0,1.52
12/16/2016,1,5.22
12/16/2016,2,6.76
12/16/2016,3,0.96
12/16/2016,4,2.02
12/16/2016,5,1.64
12/16/2016,6,7.06
12/16/2016,7,9.13
12/16/2016,8,1.32
12/17/2016,0,8.36
12/17/2016,1,0.18
12/17/2016,2,7.88
12/17/2016,3,2.01
12/17/2016,4,6.28
12/17/2016,5,4.28
12/17/2016,6,9.43
12/17/2016,7,1.99
12/17/2016,8,5.8
12/18/2016,0,6.57
12/18/2016,1,9.44
12/18/2016,2,2.75
12/18/2016,3,7.56
12/18/2016,4,4.92
12/18/2016,5,4.9
12/18/2016,6,1.02
12/18/2016,7,0.19
12/18/2016,8,5.68
12/19/2016,0,1.61
12/19/2016,1,6.22
12/19/2016,2,2.77
12/19/2016,3,5.71
12/19/2016,4,8.79
12/19/2016,5,9.09
12/19/2016,6,1.08
12/19/2016,7,9.02
12/19/2016,8,9.22
12/20/2016,0,0.95
12/20/2016,1,0.9
12/20/2016,2,6.91
12/20/2016,3,4.68
12/20/2016,4,8.71
12/20/2016,5,1.3
12/20/2016,6,6
12/20/2016,7,5.8
12/20/2016,8,8.21
12/21/2016,0,3.2
12/21/2016,1,0.19
12/21/2016,2,4.28
12/21/2016,3,7.33
12/21/2016,4,6.15
12/21/2016,5,1.19
12/21/2016,6,3.5
12/21/2016,7,0.54
12/21/2016,8,6.96
12/22/2016,0,7.03
12/22/2016,1,0.08
12/22/2016,2,8.89
12/22/2016,3,9.42
12/22/2016,4,9.72
12/22/2016,5,5.48
12/22/2016,6,2.82
12/22/2016,7,3.11
12/22/2016,8,1.08
12/23/2016,0,1.19
12/23/2016,1,0.14
12/23/2016,2,3.29
12/23/2016,3,0.61
12/23/2016,4,5.63
12/23/2016,5,8.67
12/23/2016,6,0.57
12/23/2016,7,0.36
12/23/2016,8,3.81
12/24/2016,0,0.79
12/24/2016,1,1.05
12/24/2016,2,9.78
12/24/2016,3,3.09
12/24/2016,4,7.24
12/24/2016,5,2.86
12/24/2016,6,7.39
12/24/2016,7,9.73
12/24/2016,8,8.92
12/25/2016,0,4.63
