Month,Year,Precip
3,6/29/2014,1.94
4,6/29/2014,2.57
5,6/29/2014,1.59
6,6/29/2014,2.83
7,6/29/2014,2.61
8,6/29/2014,1.58
9,6/29/2014,9.13
10,6/29/2014,1.01
11,6/29/2014,1.90
0,6/30/2014,4.64
1,6/30/2014,4.91
2,6/30/2014,2.63
3,6/30/2014,0.63
4,6/30/2014,4.53
5,6/30/2014,2.96
6,6/30/2014,4.22
7,6/30/2014,3.24
8,6/30/2014,2.53
9,6/30/2014,5.25
10,6/30/2014,2.80
11,6/30/2014,6.18
0,7/1/2014,5.89
1,7/1/2014,7.68
2,7/1/2014,2.46
3,7/1/2014,9.89
4,7/1/2014,4.88
5,7/1/2014,9.67
6,7/1/2014,1.59
7,7/1/2014,4.66
8,7/1/2014,7.83
9,7/1/2014,8.93
10,7/1/2014,5.86
11,7/1/2014,4.59
0,7/2/2014,9.66
1,7/2/2014,9.47
2,7/2/2014,7.77
3,7/2/2014,4.47
4,7/2/2014,6.45
5,7/2/2014,9.64
6,7/2/2014,4.82
7,7/2/2014,4.03
8,7/2/2014,6.52
9,7/2/2014,8.76
10,7/2/2014,5.05
11,7/2/2014,0.48
0,7/3/2014,6.12
1,7/3/2014,5.48
2,7/3/2014,0.06
3,7/3/2014,5.37
4,7/3/2014,6.11
5,7/3/2014,8.20
6,7/3/2014,3.30
7,7/3/2014,3.85
8,7/3/2014,4.58
9,7/3/2014,8.42
10,7/3/2014,3.33
11,7/3/2014,5.08
0,7/4/2014,9.21
1,7/4/2014,0.35
2,7/4/2014,9.86
3,7/4/2014,0.66
4,7/4/2014,2.24
5,7/4/2014,6.29
6,7/4/2014,3.23
7,7/4/2014,3.51
8,7/4/2014,0.41
9,7/4/2014,5.89
10,7/4/2014,6.50
11,7/4/2014,4.05
0,7/5/2014,2.16
1,7/5/2014,8.48
2,7/5/2014,2.90
3,7/5/2014,1.33
4,7/5/2014,4.09
5,7/5/2014,2.24
6,7/5/2014,0.34
7,7/5/2014,6.98
8,7/5/2014,9.54
9,7/5/2014,0.94
10,7/5/2014,9.25
11,7/5/2014,6.13
0,7/6/2014,2.61
1,7/6/2014,8.63
2,7/6/2014,9.22
3,7/6/2014,5.45
4,7/6/2014,1.81
5,7/6/2014,5.61
6,7/6/2014,5.35
7,7/6/2014,0.28
8,7/6/2014,9.37
9,7/6/2014,4.33
10,7/6/2014,4.84
11,7/6/2014,4.36
0,7/7/2014,3.28
1,7/7/2014,2.14
2,7/7/2014,0.65
3,7/7/2014,3.45
4,7/7/2014,1.62
5,7/7/2014,9.06
6,7/7/2014,9.20
7,7/7/2014,0.74
8,7/7/2014,0.61
9,7/7/2014,2.41
10,7/7/2014,5.78
11,7/7/2014,5.90
0,7/8/2014,0.72
1,7/8/2014,7.24
2,7/8/2014,2.63
3,7/8/2014,1.59
4,7/8/2014,7.82
5,7/8/2014,0.52
6,7/8/2014,1.39
7,7/8/2014,0.79
8,7/8/2014,9.78
9,7/8/2014,0.09
10,7/8/2014,3.97
11,7/8/2014,6.03
0,7/9/2014,2.24
1,7/9/2014,3.70
2,7/9/2014,3.02
3,7/9/2014,6.70
4,7/9/2014,1.30
5,7/9/2014,2.32
6,7/9/2014,6.16
7,7/9/2014,4.01
8,7/9/2014,5.00
9,7/9/2014,1.98
10,7/9/2014,6.23
11,7/9/2014,3.76
0,7/10/2014,9.71
1,7/10/2014,2.38
2,7/10/2014,2.75
3,7/10/2014,6.33
4,7/10/2014,2.64
5,7/10/2014,6.96
6,7/10/2014,9.16
7,7/10/2014,9.30
8,7/10/2014,6.56
9,7/10/2014,7.94
10,7/10/2014,3.71
11,7/10/2014,3.10
0,7/11/2014,8.31
1,7/11/2014,2.53
2,7/11/2014,1.68
3,7/11/2014,1.63
4,7/11/2014,8.24
5,7/11/2014,0.67
6,7/11/2014,1.01
7,7/11/2014,0.51
8,7/11/2014,4.11
9,7/11/2014,2.89
10,7/11/2014,3.23
11,7/11/2014,2.78
0,7/12/2014,8.77
1,7/12/2014,6.99
2,7/12/2014,7.27
3,7/12/2014,8.00
4,7/12/2014,8.18
5,7/12/2014,5.74
6,7/12/2014,3.64
7,7/12/2014,3.82
8,7/12/2014,2.79
9,7/12/2014,3.79
10,7/12/2014,3.03
11,7/12/2014,0.63
0,7/13/2014,2.92
1,7/13/2014,0.96
2,7/13/2014,3.94
3,7/13/2014,8.63
4,7/13/2014,6.23
5,7/13/2014,0.77
6,7/13/2014,0.91
7,7/13/2014,3.91
8,7/13/2014,3.15
9,7/13/2014,7.66
10,7/13/2014,6.51
11,7/13/2014,4.61
0,7/14/2014,4.73
1,7/14/2014,3.57
2,7/14/2014,7.26
3,7/14/2014,0.68
4,7/14/2014,5.37
5,7/14/2014,4.97
6,7/14/2014,6.51
7,7/14/2014,1.40
8,7/14/2014,2.27
9,7/14/2014,4.12
10,7/14/2014,4.45
11,7/14/2014,2.45
0,7/15/2014,2.08
1,7/15/2014,4.33
2,7/15/2014,9.01
3,7/15/2014,0.94
4,7/15/2014,5.17
5,7/15/2014,7.50
6,7/15/2014,9.53
7,7/15/2014,9.76
8,7/15/2014,7.32
9,7/15/2014,3.73
10,7/15/2014,8.69
11,7/15/2014,5.00
0,7/16/2014,8.93
1,7/16/2014,6.82
2,7/16/2014,7.41
3,7/16/2014,8.90
4,7/16/2014,2.28
5,7/16/2014,6.77
6,7/16/2014,1.58
7,7/16/2014,8.49
8,7/16/2014,7.89
9,7/16/2014,0.15
10,7/16/2014,9.11
11,7/16/2014,4.66
0,7/17/2014,2.24
1,7/17/2014,1.70
2,7/17/2014,0.76
3,7/17/2014,9.68
4,7/17/2014,0.40
5,7/17/2014,6.31
6,7/17/2014,8.45
7,7/17/2014,1.35
8,7/17/2014,8.67
9,7/17/2014,8.59
10,7/17/2014,0.32
11,7/17/2014,0.76
0,7/18/2014,4.44
1,7/18/2014,8.39
2,7/18/2014,2.62
3,7/18/2014,6.83
4,7/18/2014,2.70
5,7/18/2014,4.70
6,7/18/2014,4.71
7,7/18/2014,4.63
8,7/18/2014,1.16
9,7/18/2014,6.74
10,7/18/2014,5.03
11,7/18/2014,6.77
0,7/19/2014,8.88
1,7/19/2014,1.07
2,7/19/2014,2.61
3,7/19/2014,6.50
4,7/19/2014,6.59
5,7/19/2014,5.47
6,7/19/2014,0.82
7,7/19/2014,8.83
8,7/19/2014,0.34
9,7/19/2014,5.67
10,7/19/2014,7.52
11,7/19/2014,1.29
0,7/20/2014,3.84
1,7/20/2014,9.16
2,7/20/2014,8.52
3,7/20/2014,9.05
4,7/20/2014,9.34
5,7/20/2014,0.82
6,7/20/2014,9.27
7,7/20/2014,0.14
8,7/20/2014,0.94
9,7/20/2014,8.75
10,7/20/2014,3.20
11,7/20/2014,5.13
0,7/21/2014,9.33
1,7/21/2014,5.46
2,7/21/2014,3.50
3,7/21/2014,2.30
4,7/21/2014,1.86
5,7/21/2014,8.22
6,7/21/2014,9.58
7,7/21/2014,3.85
8,7/21/2014,7.37
9,7/21/2014,4.93
10,7/21/2014,8.39
11,7/21/2014,0.50
0,7/22/2014,0.72
1,7/22/2014,6.37
2,7/22/2014,5.48
3,7/22/2014,2.34
4,7/22/2014,8.29
5,7/22/2014,3.66
6,7/22/2014,0.75
7,7/22/2014,1.15
8,7/22/2014,1.72
9,7/22/2014,9.94
10,7/22/2014,8.98
11,7/22/2014,5.45
0,7/23/2014,4.17
1,7/23/2014,8.73
2,7/23/2014,5.67
3,7/23/2014,2.59
4,7/23/2014,9.89
5,7/23/2014,7.59
6,7/23/2014,4.90
7,7/23/2014,3.88
8,7/23/2014,5.70
9,7/23/2014,4.46
10,7/23/2014,6.77
11,7/23/2014,7.43
0,7/24/2014,0.09
1,7/24/2014,5.93
2,7/24/2014,8.68
3,7/24/2014,0.46
4,7/24/2014,3.89
5,7/24/2014,1.06
6,7/24/2014,6.46
7,7/24/2014,7.60
8,7/24/2014,4.43
9,7/24/2014,2.01
10,7/24/2014,8.44
11,7/24/2014,4.04
0,7/25/2014,3.79
1,7/25/2014,2.56
2,7/25/2014,8.07
3,7/25/2014,2.80
4,7/25/2014,0.55
5,7/25/2014,8.78
6,7/25/2014,8.33
7,7/25/2014,3.51
8,7/25/2014,3.60
9,7/25/2014,2.00
10,7/25/2014,4.33
11,7/25/2014,6.11
0,7/26/2014,5.86
1,7/26/2014,2.50
2,7/26/2014,8.81
3,7/26/2014,6.45
4,7/26/2014,5.88
5,7/26/2014,4.09
6,7/26/2014,8.99
7,7/26/2014,2.58
8,7/26/2014,5.17
9,7/26/2014,3.87
10,7/26/2014,2.08
11,7/26/2014,9.76
0,7/27/2014,9.27
1,7/27/2014,8.30
2,7/27/2014,1.25
3,7/27/2014,9.33
4,7/27/2014,1.97
5,7/27/2014,6.95
6,7/27/2014,3.32
7,7/27/2014,1.97
8,7/27/2014,2.26
9,7/27/2014,7.66
10,7/27/2014,4.53
11,7/27/2014,8.08
0,7/28/2014,5.65
1,7/28/2014,2.34
2,7/28/2014,0.78
3,7/28/2014,9.40
4,7/28/2014,2.71
5,7/28/2014,1.20
6,7/28/2014,4.42
7,7/28/2014,3.66
8,7/28/2014,9.83
9,7/28/2014,3.88
10,7/28/2014,0.64
11,7/28/2014,1.01
0,7/29/2014,9.42
1,7/29/2014,0.30
2,7/29/2014,2.36
3,7/29/2014,4.48
4,7/29/2014,9.37
5,7/29/2014,0.41
6,7/29/2014,4.48
7,7/29/2014,9.05
8,7/29/2014,4.51
9,7/29/2014,1.86
10,7/29/2014,4.67
11,7/29/2014,3.29
0,7/30/2014,5.97
1,7/30/2014,6.68
2,7/30/2014,0.36
3,7/30/2014,5.27
4,7/30/2014,7.93
5,7/30/2014,3.58
6,7/30/2014,8.86
7,7/30/2014,9.47
8,7/30/2014,5.03
9,7/30/2014,0.01
10,7/30/2014,0.34
11,7/30/2014,5.03
0,7/31/2014,7.92
1,7/31/2014,9.32
2,7/31/2014,1.42
3,7/31/2014,6.04
4,7/31/2014,8.78
5,7/31/2014,1.82
6,7/31/2014,0.43
7,7/31/2014,3.83
8,7/31/2014,3.63
9,7/31/2014,4.71
10,7/31/2014,4.32
11,7/31/2014,7.54
0,8/1/2014,3.08
1,8/1/2014,5.64
2,8/1/2014,0.85
3,8/1/2014,3.63
4,8/1/2014,8.75
5,8/1/2014,6.02
6,8/1/2014,9.32
7,8/1/2014,7.30
8,8/1/2014,8.21
9,8/1/2014,5.68
10,8/1/2014,7.45
11,8/1/2014,8.72
0,8/2/2014,7.42
1,8/2/2014,7.63
2,8/2/2014,2.22
3,8/2/2014,4.86
4,8/2/2014,5.86
5,8/2/2014,2.57
6,8/2/2014,7.40
7,8/2/2014,3.19
8,8/2/2014,6.22
9,8/2/2014,5.80
10,8/2/2014,1.42
11,8/2/2014,7.23
0,8/3/2014,7.64
1,8/3/2014,5.35
2,8/3/2014,4.78
3,8/3/2014,4.91
4,8/3/2014,8.47
5,8/3/2014,9.26
6,8/3/2014,7.59
7,8/3/2014,9.91
8,8/3/2014,2.46
9,8/3/2014,1.33
10,8/3/2014,4.26
11,8/3/2014,3.16
0,8/4/2014,9.78
1,8/4/2014,9.46
2,8/4/2014,4.03
3,8/4/2014,6.03
4,8/4/2014,2.95
5,8/4/2014,8.00
6,8/4/2014,3.55
7,8/4/2014,9.64
8,8/4/2014,5.89
9,8/4/2014,5.66
10,8/4/2014,9.51
11,8/4/2014,4.77
0,8/5/2014,3.33
1,8/5/2014,3.41
2,8/5/2014,7.79
3,8/5/2014,5.09
4,8/5/2014,6.92
5,8/5/2014,2.93
6,8/5/2014,8.07
7,8/5/2014,2.40
8,8/5/2014,3.91
9,8/5/2014,4.28
10,8/5/2014,1.48
11,8/5/2014,6.26
0,8/6/2014,3.93
1,8/6/2014,3.31
2,8/6/2014,2.66
3,8/6/2014,1.99
4,8/6/2014,9.60
5,8/6/2014,3.37
6,8/6/2014,6.18
7,8/6/2014,0.46
8,8/6/2014,6.97
9,8/6/2014,2.89
10,8/6/2014,2.09
11,8/6/2014,0.19
0,8/7/2014,2.68
1,8/7/2014,0.29
2,8/7/2014,4.61
3,8/7/2014,7.38
4,8/7/2014,5.60
5,8/7/2014,0.42
6,8/7/2014,3.06
7,8/7/2014,2.21
8,8/7/2014,2.11
9,8/7/2014,2.16
10,8/7/2014,4.35
11,8/7/2014,0.49
0,8/8/2014,5.85
1,8/8/2014,4.96
2,8/8/2014,1.91
3,8/8/2014,8.21
4,8/8/2014,4.66
5,8/8/2014,3.50
6,8/8/2014,6.78
7,8/8/2014,2.57
8,8/8/2014,9.83
9,8/8/2014,3.25
10,8/8/2014,2.80
11,8/8/2014,7.42
0,8/9/2014,5.22
1,8/9/2014,6.70
2,8/9/2014,9.35
3,8/9/2014,2.85
4,8/9/2014,6.81
5,8/9/2014,9.41
6,8/9/2014,1.81
7,8/9/2014,8.15
8,8/9/2014,6.45
9,8/9/2014,7.36
10,8/9/2014,2.06
11,8/9/2014,5.29
0,8/10/2014,7.03
1,8/10/2014,2.48
2,8/10/2014,8.95
3,8/10/2014,4.88
4,8/10/2014,0.25
5,8/10/2014,0.89
6,8/10/2014,1.02
7,8/10/2014,0.26
8,8/10/2014,2.12
9,8/10/2014,9.49
10,8/10/2014,2.32
11,8/10/2014,5.76
0,8/11/2014,6.10
1,8/11/2014,9.77
2,8/11/2014,5.01
3,8/11/2014,4.43
4,8/11/2014,8.21
5,8/11/2014,4.63
6,8/11/2014,1.55
7,8/11/2014,6.68
8,8/11/2014,3.78
9,8/11/2014,2.73
10,8/11/2014,3.06
11,8/11/2014,6.02
0,8/12/2014,0.81
1,8/12/2014,7.17
2,8/12/2014,9.69
3,8/12/2014,0.10
4,8/12/2014,0.61
5,8/12/2014,0.26
6,8/12/2014,3.74
7,8/12/2014,5.14
8,8/12/2014,2.49
9,8/12/2014,3.54
10,8/12/2014,5.72
11,8/12/2014,10.00
0,8/13/2014,5.57
1,8/13/2014,2.84
2,8/13/2014,9.39
3,8/13/2014,1.48
4,8/13/2014,7.31
5,8/13/2014,1.53
6,8/13/2014,1.85
7,8/13/2014,6.00
8,8/13/2014,5.58
9,8/13/2014,1.05
10,8/13/2014,0.86
11,8/13/2014,4.08
0,8/14/2014,8.17
1,8/14/2014,6.80
2,8/14/2014,2.79
3,8/14/2014,3.03
4,8/14/2014,1.22
5,8/14/2014,9.26
6,8/14/2014,0.96
7,8/14/2014,0.35
8,8/14/2014,6.07
9,8/14/2014,4.64
10,8/14/2014,6.07
11,8/14/2014,4.70
0,8/15/2014,2.16
1,8/15/2014,6.82
2,8/15/2014,7.33
3,8/15/2014,4.14
4,8/15/2014,2.22
5,8/15/2014,2.34
6,8/15/2014,5.67
7,8/15/2014,1.54
8,8/15/2014,4.63
9,8/15/2014,3.51
10,8/15/2014,7.79
11,8/15/2014,5.03
0,8/16/2014,7.22
1,8/16/2014,9.98
2,8/16/2014,3.13
3,8/16/2014,7.59
4,8/16/2014,6.17
5,8/16/2014,8.30
6,8/16/2014,4.02
7,8/16/2014,3.56
8,8/16/2014,3.24
9,8/16/2014,9.98
10,8/16/2014,3.18
11,8/16/2014,1.12
0,8/17/2014,5.06
1,8/17/2014,2.95
2,8/17/2014,1.45
3,8/17/2014,9.73
4,8/17/2014,8.17
5,8/17/2014,8.39
6,8/17/2014,3.21
7,8/17/2014,8.21
8,8/17/2014,4.50
9,8/17/2014,4.69
10,8/17/2014,6.32
11,8/17/2014,4.38
0,8/18/2014,2.98
1,8/18/2014,3.02
2,8/18/2014,8.60
3,8/18/2014,0.05
4,8/18/2014,4.08
5,8/18/2014,4.43
6,8/18/2014,2.86
7,8/18/2014,5.66
8,8/18/2014,6.12
9,8/18/2014,6.60
10,8/18/2014,8.24
11,8/18/2014,7.33
0,8/19/2014,3.68
1,8/19/2014,9.77
2,8/19/2014,6.40
3,8/19/2014,5.46
4,8/19/2014,1.20
5,8/19/2014,4.92
6,8/19/2014,7.22
7,8/19/2014,7.93
8,8/19/2014,7.10
9,8/19/2014,4.23
10,8/19/2014,0.43
11,8/19/2014,2.93
0,8/20/2014,6.71
1,8/20/2014,3.26
2,8/20/2014,5.99
3,8/20/2014,6.20
4,8/20/2014,5.73
5,8/20/2014,6.92
6,8/20/2014,8.46
7,8/20/2014,4.77
8,8/20/2014,9.17
9,8/20/2014,5.97
10,8/20/2014,8.07
11,8/20/2014,4.87
0,8/21/2014,4.66
1,8/21/2014,9.28
2,8/21/2014,3.60
3,8/21/2014,4.60
4,8/21/2014,3.44
5,8/21/2014,7.53
6,8/21/2014,0.62
7,8/21/2014,3.05
8,8/21/2014,6.21
9,8/21/2014,7.83
10,8/21/2014,1.80
11,8/21/2014,6.16
0,8/22/2014,6.47
1,8/22/2014,5.02
2,8/22/2014,4.73
3,8/22/2014,6.38
4,8/22/2014,8.56
5,8/22/2014,4.71
6,8/22/2014,6.66
7,8/22/2014,7.42
8,8/22/2014,3.26
9,8/22/2014,5.18
10,8/22/2014,4.99
11,8/22/2014,7.63
0,8/23/2014,9.47
1,8/23/2014,0.03
2,8/23/2014,6.69
3,8/23/2014,5.53
4,8/23/2014,6.43
5,8/23/2014,1.22
6,8/23/2014,0.17
7,8/23/2014,8.95
8,8/23/2014,7.53
9,8/23/2014,2.61
10,8/23/2014,7.98
11,8/23/2014,4.65
0,8/24/2014,3.01
1,8/24/2014,7.28
2,8/24/2014,9.42
3,8/24/2014,9.02
4,8/24/2014,6.18
5,8/24/2014,8.25
6,8/24/2014,8.15
7,8/24/2014,1.46
8,8/24/2014,4.93
9,8/24/2014,0.89
10,8/24/2014,0.86
11,8/24/2014,1.27
0,8/25/2014,7.79
1,8/25/2014,7.16
2,8/25/2014,9.57
3,8/25/2014,5.70
4,8/25/2014,1.87
5,8/25/2014,6.37
6,8/25/2014,2.16
7,8/25/2014,1.54
8,8/25/2014,8.08
9,8/25/2014,4.52
10,8/25/2014,2.59
11,8/25/2014,5.16
0,8/26/2014,7.75
1,8/26/2014,4.30
2,8/26/2014,4.77
3,8/26/2014,6.12
4,8/26/2014,3.24
5,8/26/2014,0.99
6,8/26/2014,1.98
7,8/26/2014,7.73
8,8/26/2014,4.80
9,8/26/2014,5.22
10,8/26/2014,6.41
11,8/26/2014,3.84
0,8/27/2014,4.89
1,8/27/2014,2.05
2,8/27/2014,2.20
3,8/27/2014,4.90
4,8/27/2014,1.32
5,8/27/2014,7.57
6,8/27/2014,8.64
7,8/27/2014,7.90
8,8/27/2014,0.40
9,8/27/2014,7.90
10,8/27/2014,9.59
11,8/27/2014,4.15
0,8/28/2014,1.98
1,8/28/2014,3.09
2,8/28/2014,8.95
3,8/28/2014,6.18
4,8/28/2014,8.54
5,8/28/2014,7.97
6,8/28/2014,2.33
7,8/28/2014,9.86
8,8/28/2014,2.04
9,8/28/2014,4.62
10,8/28/2014,9.28
11,8/28/2014,0.86
0,8/29/2014,3.12
1,8/29/2014,6.74
2,8/29/2014,1.18
3,8/29/2014,5.02
4,8/29/2014,9.15
5,8/29/2014,4.56
6,8/29/2014,5.37
7,8/29/2014,0.84
8,8/29/2014,9.55
9,8/29/2014,9.76
10,8/29/2014,6.66
11,8/29/2014,8.37
0,8/30/2014,9.03
1,8/30/2014,4.07
2,8/30/2014,3.94
3,8/30/2014,2.99
4,8/30/2014,1.93
5,8/30/2014,1.75
6,8/30/2014,0.96
7,8/30/2014,4.38
8,8/30/2014,3.98
9,8/30/2014,5.89
10,8/30/2014,6.92
11,8/30/2014,0.70
0,8/31/2014,0.68
1,8/31/2014,0.58
2,8/31/2014,5.14
3,8/31/2014,5.55
4,8/31/2014,5.30
5,8/31/2014,6.31
6,8/31/2014,4.90
7,8/31/2014,0.57
8,8/31/2014,3.22
9,8/31/2014,4.04
10,8/31/2014,4.82
11,8/31/2014,9.50
0,9/1/2014,3.46
1,9/1/2014,3.89
2,9/1/2014,3.95
3,9/1/2014,0.99
4,9/1/2014,2.80
5,9/1/2014,8.25
6,9/1/2014,9.97
7,9/1/2014,5.40
8,9/1/2014,2.51
9,9/1/2014,5.49
10,9/1/2014,3.00
11,9/1/2014,8.31
0,9/2/2014,3.03
1,9/2/2014,9.45
2,9/2/2014,7.07
3,9/2/2014,7.04
4,9/2/2014,7.15
5,9/2/2014,2.36
6,9/2/2014,0.92
7,9/2/2014,9.23
8,9/2/2014,7.98
9,9/2/2014,3.21
10,9/2/2014,4.22
11,9/2/2014,2.29
0,9/3/2014,4.13
1,9/3/2014,1.63
2,9/3/2014,5.41
3,9/3/2014,0.34
4,9/3/2014,0.69
5,9/3/2014,7.67
6,9/3/2014,2.39
7,9/3/2014,1.09
8,9/3/2014,1.50
9,9/3/2014,1.10
10,9/3/2014,8.07
11,9/3/2014,8.29
0,9/4/2014,4.80
1,9/4/2014,0.04
2,9/4/2014,8.47
3,9/4/2014,6.83
4,9/4/2014,2.10
5,9/4/2014,7.70
6,9/4/2014,2.44
7,9/4/2014,6.63
8,9/4/2014,7.10
9,9/4/2014,7.63
10,9/4/2014,8.27
11,9/4/2014,8.19
0,9/5/2014,0.12
1,9/5/2014,2.37
2,9/5/2014,4.65
3,9/5/2014,7.62
4,9/5/2014,0.89
5,9/5/2014,7.97
6,9/5/2014,0.20
7,9/5/2014,1.25
8,9/5/2014,1.93
9,9/5/2014,6.81
10,9/5/2014,8.42
11,9/5/2014,0.26
0,9/6/2014,2.75
1,9/6/2014,4.19
2,9/6/2014,2.68
3,9/6/2014,4.18
4,9/6/2014,5.03
5,9/6/2014,9.96
6,9/6/2014,8.79
7,9/6/2014,7.69
8,9/6/2014,7.73
9,9/6/2014,5.07
10,9/6/2014,1.08
11,9/6/2014,9.05
0,9/7/2014,1.37
1,9/7/2014,4.40
2,9/7/2014,1.76
3,9/7/2014,0.26
4,9/7/2014,0.50
5,9/7/2014,1.17
6,9/7/2014,2.19
7,9/7/2014,8.08
8,9/7/2014,3.88
9,9/7/2014,5.79
10,9/7/2014,8.90
11,9/7/2014,2.51
0,9/8/2014,2.59
1,9/8/2014,1.26
2,9/8/2014,7.09
3,9/8/2014,4.19
4,9/8/2014,7.44
5,9/8/2014,0.44
6,9/8/2014,9.09
7,9/8/2014,5.15
8,9/8/2014,8.05
9,9/8/2014,5.58
10,9/8/2014,5.37
11,9/8/2014,7.76
0,9/9/2014,8.13
1,9/9/2014,9.03
2,9/9/2014,1.74
3,9/9/2014,5.44
4,9/9/2014,2.83
5,9/9/2014,5.09
6,9/9/2014,6.52
7,9/9/2014,4.66
8,9/9/2014,7.01
9,9/9/2014,6.76
10,9/9/2014,8.40
11,9/9/2014,2.11
0,9/10/2014,5.17
1,9/10/2014,8.21
2,9/10/2014,6.58
3,9/10/2014,2.58
4,9/10/2014,7.25
5,9/10/2014,2.78
6,9/10/2014,2.08
7,9/10/2014,3.02
8,9/10/2014,7.28
9,9/10/2014,9.32
10,9/10/2014,0.76
11,9/10/2014,5.42
0,9/11/2014,5.85
1,9/11/2014,4.31
2,9/11/2014,6.44
3,9/11/2014,6.86
4,9/11/2014,0.62
5,9/11/2014,5.46
6,9/11/2014,5.10
7,9/11/2014,7.99
8,9/11/2014,3.86
9,9/11/2014,3.24
10,9/11/2014,8.94
11,9/11/2014,2.07
0,9/12/2014,9.98
1,9/12/2014,0.35
2,9/12/2014,3.00
3,9/12/2014,5.78
4,9/12/2014,1.15
5,9/12/2014,5.55
6,9/12/2014,5.15
7,9/12/2014,9.18
8,9/12/2014,3.83
9,9/12/2014,7.51
10,9/12/2014,4.61
11,9/12/2014,6.93
0,9/13/2014,4.85
1,9/13/2014,6.50
2,9/13/2014,3.44
3,9/13/2014,4.90
4,9/13/2014,1.01
5,9/13/2014,6.30
6,9/13/2014,9.80
7,9/13/2014,6.24
8,9/13/2014,2.46
9,9/13/2014,6.81
10,9/13/2014,2.11
11,9/13/2014,9.06
0,9/14/2014,6.27
1,9/14/2014,7.74
2,9/14/2014,8.02
3,9/14/2014,3.29
4,9/14/2014,3.52
5,9/14/2014,7.79
6,9/14/2014,3.24
7,9/14/2014,7.72
8,9/14/2014,9.70
9,9/14/2014,9.03
10,9/14/2014,0.42
11,9/14/2014,9.66
0,9/15/2014,6.22
1,9/15/2014,5.74
2,9/15/2014,0.25
3,9/15/2014,8.59
4,9/15/2014,7.61
5,9/15/2014,8.45
6,9/15/2014,2.69
7,9/15/2014,2.13
8,9/15/2014,7.60
9,9/15/2014,8.35
10,9/15/2014,8.62
11,9/15/2014,7.17
0,9/16/2014,4.92
1,9/16/2014,4.81
2,9/16/2014,9.08
3,9/16/2014,1.92
4,9/16/2014,8.68
5,9/16/2014,8.77
6,9/16/2014,1.56
7,9/16/2014,4.47
8,9/16/2014,1.52
9,9/16/2014,7.85
10,9/16/2014,0.90
11,9/16/2014,1.94
0,9/17/2014,8.37
1,9/17/2014,4.74
2,9/17/2014,5.15
3,9/17/2014,0.06
4,9/17/2014,7.71
5,9/17/2014,8.93
6,9/17/2014,5.06
7,9/17/2014,6.95
8,9/17/2014,2.32
9,9/17/2014,3.62
10,9/17/2014,9.88
11,9/17/2014,6.14
0,9/18/2014,6.26
1,9/18/2014,3.41
2,9/18/2014,0.82
3,9/18/2014,3.74
4,9/18/2014,5.66
5,9/18/2014,5.76
6,9/18/2014,7.89
7,9/18/2014,1.26
8,9/18/2014,1.07
9,9/18/2014,8.96
10,9/18/2014,5.60
11,9/18/2014,1.17
0,9/19/2014,0.74
1,9/19/2014,1.85
2,9/19/2014,7.90
3,9/19/2014,4.68
4,9/19/2014,5.00
5,9/19/2014,6.37
6,9/19/2014,2.68
7,9/19/2014,2.14
8,9/19/2014,3.86
9,9/19/2014,1.92
10,9/19/2014,2.29
11,9/19/2014,4.73
0,9/20/2014,1.98
1,9/20/2014,1.88
2,9/20/2014,6.76
3,9/20/2014,2.40
4,9/20/2014,7.06
5,9/20/2014,6.45
6,9/20/2014,3.13
7,9/20/2014,7.28
8,9/20/2014,0.79
9,9/20/2014,2.72
10,9/20/2014,5.40
11,9/20/2014,3.27
0,9/21/2014,3.94
1,9/21/2014,2.38
2,9/21/2014,6.67
3,9/21/2014,2.71
4,9/21/2014,0.70
5,9/21/2014,9.96
6,9/21/2014,7.00
7,9/21/2014,8.10
8,9/21/2014,0.74
9,9/21/2014,9.43
10,9/21/2014,8.11
11,9/21/2014,2.40
0,9/22/2014,1.38
1,9/22/2014,5.24
2,9/22/2014,8.53
3,9/22/2014,4.64
4,9/22/2014,6.37
5,9/22/2014,4.49
6,9/22/2014,1.23
7,9/22/2014,8.16
8,9/22/2014,2.23
9,9/22/2014,0.47
10,9/22/2014,8.69
11,9/22/2014,8.09
0,9/23/2014,7.91
1,9/23/2014,4.53
2,9/23/2014,9.56
3,9/23/2014,0.66
4,9/23/2014,8.63
5,9/23/2014,2.09
6,9/23/2014,4.54
7,9/23/2014,1.96
8,9/23/2014,0.09
9,9/23/2014,0.84
10,9/23/2014,8.75
11,9/23/2014,5.25
0,9/24/2014,5.05
1,9/24/2014,4.13
2,9/24/2014,2.47
3,9/24/2014,6.65
4,9/24/2014,0.23
5,9/24/2014,9.91
6,9/24/2014,1.81
7,9/24/2014,6.26
8,9/24/2014,7.77
9,9/24/2014,6.44
10,9/24/2014,6.46
11,9/24/2014,7.78
0,9/25/2014,2.41
1,9/25/2014,8.88
2,9/25/2014,1.87
3,9/25/2014,3.07
4,9/25/2014,2.04
5,9/25/2014,7.39
6,9/25/2014,9.44
7,9/25/2014,9.09
8,9/25/2014,7.07
9,9/25/2014,5.87
10,9/25/2014,9.18
11,9/25/2014,4.19
0,9/26/2014,1.31
1,9/26/2014,2.56
2,9/26/2014,5.88
3,9/26/2014,7.16
4,9/26/2014,4.92
5,9/26/2014,8.02
6,9/26/2014,1.90
7,9/26/2014,7.51
8,9/26/2014,8.64
9,9/26/2014,3.48
10,9/26/2014,6.22
